student,name,address,url,denomination,service_days,non_sunday,main_language,other_language,livestream_url,staff,address_clean,latitude,longitude
Madison,Capitol Allentown Baptist Ministries,"7911 Allentown Rd.
Ft. Washington, Md. 20744-1744",https://cabministries.org/,Non-denominational,Sunday,NA,English,NA,N/A,N/A,"7911 Allentown Rd. Ft. Washington, Md. 20744-1744, USA",38.7817123,-76.9454519
Madison,Alexander Memorial Baptist Church,"10675 Crain Highway
Upper Marlboro, MD 20772",https://www.alexandermemorial.org/,Non-denominational,Sunday,NA,English,NA,https://www.alexandermemorial.org/media/,https://www.alexandermemorial.org/about-us/our-pastor/,"10675 Crain Highway Upper Marlboro, MD 20772, USA",38.8275958,-76.7336008
Madison,First Baptist Church Upper Marlboro,"7415 Crain Highway.
Upper Marlboro, MD 20772",https://fbcum.org/,Non-denominational,Sunday,NA,English,NA,https://fbcum.org/resources/sermons/,https://fbcum.org/discover/our-leadership/,"7415 Crain Highway. Upper Marlboro, MD 20772, USA",38.7882615,-76.7915001
Madison,Rock Creek Baptist Church,"6707 Woodyard Road
Upper Marlboro, Maryland 20772",https://www.rockcreekministries.com/?fbclid=IwY2xjawQQB3lleHRuA2FlbQIxMABicmlkETFXbzVrUU54eVJXbU5UN1F5c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHvljtuq5UAR4SSl3P0rt4q1qPEVqkdSfuf8pzkUoobg5IGKsXduSBLvfwNjN_aem_oXaWRkLKjFxS3fRMcbCwaw,Non-denominational,Sunday,NA,English,NA,https://www.youtube.com/channel/UCavxEJJYMobgIsSLfO1OYJA,"Dr. Jeffrey L. Mitchell, Sr.,","6707 Woodyard Road Upper Marlboro, Maryland 20772, USA",38.7978565,-76.8330812
Madison,Faith Deliverance & Resurrection Baptist Church,"8043-D PENN RANDALL PLACE
​UPPER MARLBORO, MD 20772",https://www.fdrbc.org/,Non-denominational,Sunday,NA,English,NA,https://www.facebook.com/faith.deliverance.2025/videos/?id=100057176611906&sk=videos#,https://www.fdrbc.org/pastor-lawrence-womack.html,"8043-D PENN RANDALL PLACE ​UPPER MARLBORO, MD 20772, USA",38.8354666,-76.8663697
Madison,Riverdale Baptist Church,"1177 Largo Road • Upper Marlboro, MD",https://www.riverdalebaptist.org/index.php?,Non-denominational,Sunday,NA,English,NA,https://www.riverdalebaptist.org/index.php?/live,NA,"1177 Largo Road • Upper Marlboro, MD, USA",38.8722629,-76.7874935
Madison,Kettering Baptist Church,"6909 Crain Hwy, Upper Marlboro, MD 20772",https://ketteringministries.org/,Non-denominational,Sunday,NA,English,NA,https://ketteringbaptist.online.church/,https://www.riverdalebaptist.org/index.php?/staff,"6909 Crain Hwy, Upper Marlboro, MD 20772, USA",38.7952236,-76.7728748
Madison,Metropolitan Baptist Church,"1200 Mercantile Lane, Suite 115 B, Largo, MD 20774",https://metropolitanbaptist.org/,Non-denominational,Sunday,NA,English,NA,https://metropolitanbaptist.org/live/,https://metropolitanbaptist.org/leadership-and-staff/,"1200 Mercantile Lane, Suite 115 B, Largo, MD 20774, USA",NA,NA
Madison,Hillandale Baptist Church,"2601 Powder Mill Rd.
Adelphi, Maryland 20783",https://www.hillandalebc.org/,Non-denominational,Sunday,NA,English,NA,https://www.youtube.com/@HillandaleBaptistChurch,https://www.hillandalebc.org/our_people,"2601 Powder Mill Rd. Adelphi, Maryland 20783, USA",39.0264681,-76.9635312
Madison,Tumaini Baptist Church,"5120 Whitfield Chapel Rd, Lanham, MD 20706",https://www.tumainibaptist.com/,Non-denominational,Sunday,NA,English,NA,https://www.youtube.com/@tumainibc,Reverend Julius Bii,"5120 Whitfield Chapel Rd, Lanham, MD 20706, USA",38.9487559,-76.8549575
Madison,Corinthian Baptist Church,"6705 Goodluck Rd Lanham, MD 20706",https://corinthianbaptist.com/,Non-denominational,Sunday,NA,English,NA,https://www.facebook.com/people/Corinthian-Baptist-Church/100069441931730/,N/A,"6705 Goodluck Rd Lanham, MD 20706, USA",NA,NA
Madison,Mt. Calvary Baptist Church,"5120 Whitfield Chapel Rd., Lanham, MD",NA,Non-denominational,Sunday,NA,English,NA,https://video.ibm.com/channel/sVVBX4aR3uZ,https://mtcalvarybaptistmd.org/our-pastor/,"5120 Whitfield Chapel Rd., Lanham, MD, USA",38.9487559,-76.8549575
Madison,Community Bible Baptist Church,"7309 Riverdale Road
Lanham, MD   20706",http://www.communitybiblebaptistchurch.org/,Non-denominational,Sunday,NA,English,NA,http://www.communitybiblebaptistchurch.org/church-media/church-service.html,http://www.communitybiblebaptistchurch.org/about-us/meet-the-senior-pastor.html,"7309 Riverdale Road Lanham, MD 20706, USA",38.9615321,-76.8858563
Madison,First Baptist Church of Captial Heights,6 Capitol Heights Boulevard,https://fbccapitolheights.org/,Non-denominational,Sunday,NA,English,NA,https://www.facebook.com/FirstBaptistChurchofCapitolHeights,https://fbccapitolheights.org/about/leadership/pastor-dugger/,"6 Capitol Heights Boulevard, USA",38.8852076,-76.9138748
Madison,Solid Rock Full Gospel Baptist Church,"7711 Walker Mill Dr
Capitol Heights, MD 20743",https://solidrock7711.com/,Non-denominational,Sunday,NA,English,NA,https://www.youtube.com/@solidrockfullgospelbcmi891/streams,https://solidrock7711.com/our-bishop/,"7711 Walker Mill Dr Capitol Heights, MD 20743, USA",38.8856472,-76.8727071
Madison,Abyssinia Baptist Church,"4705 Addison Road
Capitol Heights, Maryland 20743",https://abyssiniabaptistchurch.org/home.aspx,Non-denominational,Sunday,NA,English,NA,https://www.youtube.com/@AbyssiniaBaptistChurch/featured,Pastor R.W. Trice Jr.,"4705 Addison Road Capitol Heights, Maryland 20743, USA",38.9104699,-76.9256563
Madison,Antioch Baptist Church of Upper Marlboro,"13205 Old Marlboro Pike, Upper Marlboro, MD.",https://www.facebook.com/HomeAntioch/,Non-denominational,Sunday,NA,English,NA,https://www.facebook.com/HomeAntioch/,NA,"13205 Old Marlboro Pike, Upper Marlboro, MD., USA",38.8151653,-76.7766584
Madison,Mt. Calvary Free Will Baptist Church,"607 62nd Ave Fairmount Heights, MD 20743",(301) 636-9595,Non-denominational,NA,NA,NA,NA,NA,NA,"607 62nd Ave Fairmount Heights, MD 20743, USA",38.8976779,-76.9118721
Madison,First Baptist Church of Fairmount Heights,"806 58th Ave, Fairmount Heights, MD 20743",https://fbcfairmounthts.org/,Non-denominational,Sunday,NA,English,NA,https://fbcfairmounthts.org/fbcfh-livestream/,https://fbcfairmounthts.org/meet-pastor-winchester/,"806 58th Ave, Fairmount Heights, MD 20743, USA",38.9009352,-76.917164
Madison,Hillcrest Baptist Church,"2200 Iverson Street
Temple Hills, MD 20748",http://www.hbcmd.org/,Non-denominational,Sunday,NA,English,NA,http://www.hbcmd.org/zoom-information,http://www.hbcmd.org/about-us/leadership,"2200 Iverson Street Temple Hills, MD 20748, USA",38.8325296,-76.9618466
Madison,New Chapel Baptist Church,"5601 Old Branch Ave,
Camp Springs, MD 20748",https://www.thechapelncbc.com/,Non-denominational,Sunday,NA,English,NA,https://www.facebook.com/thechapelncbc,https://www.thechapelncbc.com/about-us,"5601 Old Branch Ave, Camp Springs, MD 20748, USA",38.8122786,-76.9155716
Madison,Central Baptist Church of Camp Springs,"5600 Old Branch Avenue Temple Hills, MD 20748",https://centralbaptistchurchcs.org/,Non-denominational,Sunday,NA,English,NA,https://www.youtube.com/user/CBCCSVideoSrv,https://centralbaptistchurchcs.org/index.cfm/aboutus/ministerial/zid/37/contentid/139/page/ministerial-staff/zid/37/contentid/139,"5600 Old Branch Avenue Temple Hills, MD 20748, USA",38.8294123,-76.9311921
Madison,Saint Stephens Baptist Church,"5757 Temple Hill Road
Temple Hills, MD 20748",https://www.ssbcmd.org/,Non-denominational,Sunday,NA,English,NA,https://www.ssbcmd.org/watch-live,https://www.ssbcmd.org/ministerial-staff,"5757 Temple Hill Road Temple Hills, MD 20748, USA",38.8040834,-76.9332718
Madison,St. Phillips Baptist Church,"3415 Brinkley Road
Temple Hills, MD 20748",https://www.stphillipsbaptistchurch.org/,Non-denominational,Sunday,NA,English,NA,https://www.stphillipsbaptistchurch.org/media-livestream,https://www.stphillipsbaptistchurch.org/the-pastors-desk,"3415 Brinkley Road Temple Hills, MD 20748, USA",38.802611,-76.9497343
Madison,Mt. Calvary Missionary Baptist Church,"5000 St Barnabas Rd, Temple Hills, MD 20748",https://mcmbc-md.com/,Non-denominational,Sunday,NA,English,NA,https://www.facebook.com/5000mcmbc/live_videos/,Pastor John Sawyer,"5000 St Barnabas Rd, Temple Hills, MD 20748, USA",38.8208762,-76.9558895
Madison,Kent Baptist Church,"7006 Flagstaff St, Landover, MD 20785",https://www.kentbc.org/,Non-denominational,Sunday,NA,English,NA,https://www.kentbc.org/watch-us/,https://www.kentbc.org/our-pastor/,"7006 Flagstaff St, Landover, MD 20785, USA",38.9209243,-76.8861115
Madison,Uplift Baptist Church,"7100 Martin Luther King, Jr. Hwy, Hyattsville, MD 20785",https://www.upliftbaptist.com/,Non-denominational,Sunday,NA,English,NA,https://www.youtube.com/channel/UCgFtzeElT-C6hndK6KZqAaQ,https://www.upliftbaptist.com/Pastor-Hughes,"7100 Martin Luther King, Jr. Hwy, Hyattsville, MD 20785, USA",NA,NA
Madison,City of Praise Family Ministries,"8501 Jericho City Drive 
Landover, MD, 20785",https://www.cityofpraisechurch.com/?fbclid=IwY2xjawQajSBleHRuA2FlbQIxMABicmlkETFWdjdVRTZvTW5uVWNEamVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHkwUzNH7Q_BA4B-A4rg44exqXXNALQouQ_u5OagIMgBIWDN2j_Ei2CIoU1mb_aem_yZhngTPney1rgywkKVZnfw,Non-denominational,Sunday,NA,English,NA,https://www.youtube.com/@cityofpraisefamilyministri6758/featured,Bishop Joel Peebles,"8501 Jericho City Drive Landover, MD, 20785, USA",NA,NA
Madison,Little David Baptist Church,"7830 Central Avenue, Capitol Heights, MD, United States, 20785",https://www.facebook.com/littleDavidBaptistChurchMD/,Non-denominational,Sunday,NA,English,NA,NA,NA,"7830 Central Avenue, Capitol Heights, MD, United States, 20785",NA,NA
Madison,New Home Baptist Church Inc,"8320 Landover Road, Landover, Md 20785",https://newhomebc.org/,Non-denominational,Sunday,NA,English,NA,https://newhomebc.org/livestream/,https://newhomebc.org/about-us/our-staff/,"8320 Landover Road, Landover, Md 20785, USA",38.9222343,-76.8649122
Madison,Forestville New Redeemer Baptist Church,"7808 Marlboro Pike, Forestville, Md 20747",https://www.forestvillenewredeemer.org/home,Non-denominational,Sunday,NA,English,NA,https://www.forestvillenewredeemer.org/livestream,NA,"7808 Marlboro Pike, Forestville, Md 20747, USA",38.8426665,-76.8704179
