student,name,address,url,denomination,service_days,non_sunday,main_language,other_language,livestream_url,staff
Madison ,St Paul Baptist Church,"6419 Marlboro Pike
District Heights, MD 20747",https://www.spchurchonline.com/ ,Non-denominational,Sunday,,English,,,https://www.spchurchonline.com/leadership 
Madison ,The Church of Restoration,"5913 Arbor Street
Hyattsville, MD 20781",301-839-7041,Non-denominational,Sunday,,English,,,
Madison ,"The Miracle Center of the Faith Missionary Baptist Church, Inc.","501 Hampton Park Blvd
Capital Heights, MD 20743",https://www.facebook.com/p/The-Miracle-Center-of-Faith-Missionary-Baptist-Church-100064769078445/    301-350-2200,,,,English,,,
Madison ,United Baptist Church,"7701 Riverdale Rd.
New Carrollton, MD 20784",https://unitedbaptist.org/ ,Non-denominational,Sunday,,English,,https://www.youtube.com/watch?v=J9bMxUxB6p8 ,https://unitedbaptist.org/aboutus/ 
Madison ,Village Baptist Church,"1950 Mitchellville Road
Bowie, MD 20716",https://www.villagebaptistbowie.org/ ,Non-denominational,Sunday,,English,,https://www.youtube.com/@villagebaptistofbowie/videos,https://www.villagebaptistbowie.org/staff-leaders 
Madison ,West Hyattsville Baptist Church,"3100 Nicholson Street
Hyattsville, MD 20782",https://www.whbchurch.org/ ,Non-denominational,Sunday,,English,,,https://www.whbchurch.org/about/
Madison ,Word for Life Church Ministries,"11519 Ft. Washington Rd
Fort Washington, MD 20744",https://www.wordforlifechurch.org/ ,American Baptist Churches USA,Sunday,,English,,https://word-for-life-chuch-ministries.sermoncloud.com/ ,https://www.wordforlifechurch.org/Meet-Pastor-Larrin 
Madison ,Berean Baptist Church,"12102 Piscataway Rd , Clinton, MD, United States, Maryland",https://bereanpgc.com/,Southern Baptist Convention,Sunday ,,English,,https://us02web.zoom.us/j/3012921678?cmid=2da2cecf-33e4-4c69-ac3f-bd82a4541196#success ,"Pastor Emeritus
Rev. Willie L. Lampley, JR - Founder"
Madison ,Calvary International Christian Church,"8330 Crain Hwy., Upper Marlboro, MD 20772",https://calvaryicc.org/ ,Southern Baptist Convention,Sunday ,,English,,,
Madison ,Clinton Baptist Church,"8701 Woodyard Road, Clinton, MD 20735",https://clintonbaptistchurch.org/ ,Southern Baptist Convention,Sunday ,,"English, primarily",,https://us02web.zoom.us/j/88517786499?pwd=NFNSZkxodlVJT0lXUlFab2FhWmxhQT09 ,https://clintonbaptistchurch.org/about-us/our-staff 
Madison ,"First Baptist Church, Upper Marlboro","7415 Crain Highway.
Upper Marlboro, MD 20772",https://fbcum.org/ ,Southern Baptist Convention,Sunday ,,English,,https://fbcum.org/resources/sermons/ ,"Zach Schlegel, Pastor"
Madison ,First Bethel Baptist Church,"6016 Allentown Road, Camp Springs, MD  20746",https://www.firstbethelbaptistchurchofmd.com/ ,Southern Baptist Convention,Sunday,,English,,,"Dr. Lehman D. Bates, Pastor"
Madison ,Forestville New Redeemer Baptist Church,"7808 Marlboro Pike, Forestville, Md ",https://forestvillenewredeemer.org/ ,Southern Baptist Convention,Sunday,,English,,https://forestvillenewredeemer.org/livestream ,"Rev. Dr. Nathaniel B. Thomas, Senior Pastor. "
Madison ,My Redeemer Lives Baptist Church,"Upper Marlboro, MD 20772-3656",(301) 613-9655,Southern Baptist Convention,Sunday,,English,,,
Madison ,Pleasant Grove Baptist Church,"10707 Marlboro Pike
Upper Marlboro, MD 20772",https://www.pleasantgrovebcpg.org/ ,Southern Baptist Convention,Sunday,,English,,https://pleasantgrovemd.online.church/ ,https://www.pleasantgrovebcpg.org/ourpastor 
Madison ,Temple Hills Baptist Church," 4821 St. Barnabas Rd., Temple Hills, MD",https://www.thbchurch.org/ ,Southern Baptist Convention,Sunday,,English,,https://www.youtube.com/channel/UClBoEGtbr_hikO0VCoMwNJg ,"Warner Aldridge, Pastor"
Madison ,Carolina Missionary Baptist Church,"9901 Allentown Rd.
Ft. Washington, MD 20774",https://carolinachurch.org/,Non-denominational,Sunday,,English,,https://carolinachurch.online.church/ ,https://carolinachurch.org/ourleaders/ 
Madison ,El-Bethel Baptist Church,"11384 LIVINGSTON RD, Ft. Washington",https://www.elbethelbc.com/ ,Non-denominational,Sunday,,English,,,https://www.elbethelbc.com/meet-our-pastor 
Madison ,New Hope Baptist Church of Prince George's County ,"11101 Indian Head Hwy, Fort Washington, MD, United States, 20744 ",https://www.facebook.com/NHBCPGC/ ,Non-denominational,Sunday,,English,,,Rev. Dr. Carl Tilghman
Madison ,Greater Revelation Baptist Church,"7617 Allentown Road
Fort Washington, MD 20744",https://thegrbc.org/ ,Non-denominational,Sunday,,English,,https://thegrbc.org/sermons/ ,https://thegrbc.org/our-pastor/ 
Madison ,Capitol Allentown Baptist Ministries ,"7911 Allentown Rd.
Ft. Washington, Md. 20744-1744",https://cabministries.org/,Non-denominational,Sunday,,English,,N/A,N/A
Madison ,Alexander Memorial Baptist Church,"10675 Crain Highway
Upper Marlboro, MD 20772",https://www.alexandermemorial.org/,Non-denominational,Sunday,,English,,https://www.alexandermemorial.org/media/ ,https://www.alexandermemorial.org/about-us/our-pastor/
Madison ,First Baptist Church Upper Marlboro,"7415 Crain Highway.
Upper Marlboro, MD 20772",https://fbcum.org/,Non-denominational,Sunday,,English,, https://fbcum.org/resources/sermons/,https://fbcum.org/discover/our-leadership/
Madison ,Rock Creek Baptist Church,"6707 Woodyard Road
Upper Marlboro, Maryland 20772",https://www.rockcreekministries.com/?fbclid=IwY2xjawQQB3lleHRuA2FlbQIxMABicmlkETFXbzVrUU54eVJXbU5UN1F5c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHvljtuq5UAR4SSl3P0rt4q1qPEVqkdSfuf8pzkUoobg5IGKsXduSBLvfwNjN_aem_oXaWRkLKjFxS3fRMcbCwaw ,Non-denominational,Sunday,,English,,https://www.youtube.com/channel/UCavxEJJYMobgIsSLfO1OYJA,"Dr. Jeffrey L. Mitchell, Sr.,"
Madison ,Faith Deliverance & Resurrection Baptist Church ,"8043-D PENN RANDALL PLACE
​UPPER MARLBORO, MD 20772",https://www.fdrbc.org/ ,Non-denominational,Sunday,,English,,https://www.facebook.com/faith.deliverance.2025/videos/?id=100057176611906&sk=videos# ,https://www.fdrbc.org/pastor-lawrence-womack.html 
Madison ,Riverdale Baptist Church,"1177 Largo Road • Upper Marlboro, MD",https://www.riverdalebaptist.org/index.php? ,Non-denominational,Sunday,,English,,https://www.riverdalebaptist.org/index.php?/live ,
Madison ,Kettering Baptist Church,"6909 Crain Hwy, Upper Marlboro, MD 20772 ",https://ketteringministries.org/ ,Non-denominational,Sunday,,English,,https://ketteringbaptist.online.church/ ,https://www.riverdalebaptist.org/index.php?/staff 
Madison , Metropolitan Baptist Church,"1200 Mercantile Lane, Suite 115 B, Largo, MD 20774",https://metropolitanbaptist.org/,Non-denominational,Sunday,,English,,https://metropolitanbaptist.org/live/ ,https://metropolitanbaptist.org/leadership-and-staff/ 
Madison ,Hillandale Baptist Church,"2601 Powder Mill Rd.
Adelphi, Maryland 20783",https://www.hillandalebc.org/ ,Non-denominational,Sunday,,English,,https://www.youtube.com/@HillandaleBaptistChurch ,https://www.hillandalebc.org/our_people 
Madison ,Tumaini Baptist Church,"5120 Whitfield Chapel Rd, Lanham, MD 20706",https://www.tumainibaptist.com/ ,Non-denominational,Sunday,,English,,https://www.youtube.com/@tumainibc,Reverend Julius Bii 
Madison ,Corinthian Baptist Church,"6705 Goodluck Rd Lanham, MD 20706",https://corinthianbaptist.com/ ,Non-denominational,Sunday,,English,,https://www.facebook.com/people/Corinthian-Baptist-Church/100069441931730/,N/A
Madison ,Mt. Calvary Baptist Church,"5120 Whitfield Chapel Rd., Lanham, MD",,Non-denominational,Sunday,,English,,https://video.ibm.com/channel/sVVBX4aR3uZ ,https://mtcalvarybaptistmd.org/our-pastor/
Madison ,Community Bible Baptist Church,"7309 Riverdale Road
Lanham, MD   20706",http://www.communitybiblebaptistchurch.org/ ,Non-denominational,Sunday,,English,,http://www.communitybiblebaptistchurch.org/church-media/church-service.html,http://www.communitybiblebaptistchurch.org/about-us/meet-the-senior-pastor.html 
Madison ,First Baptist Church of Captial Heights,6 Capitol Heights Boulevard,https://fbccapitolheights.org/ ,Non-denominational,Sunday,,English,,https://www.facebook.com/FirstBaptistChurchofCapitolHeights ,https://fbccapitolheights.org/about/leadership/pastor-dugger/ 
Madison ,Solid Rock Full Gospel Baptist Church,"7711 Walker Mill Dr
Capitol Heights, MD 20743",https://solidrock7711.com/ ,Non-denominational,Sunday,,English,,https://www.youtube.com/@solidrockfullgospelbcmi891/streams ,https://solidrock7711.com/our-bishop/ 
Madison ,Abyssinia Baptist Church,"4705 Addison Road
Capitol Heights, Maryland 20743",https://abyssiniabaptistchurch.org/home.aspx ,Non-denominational,Sunday,,English,, https://www.youtube.com/@AbyssiniaBaptistChurch/featured,Pastor R.W. Trice Jr.
Madison ,Antioch Baptist Church of Upper Marlboro,"13205 Old Marlboro Pike, Upper Marlboro, MD.",https://www.facebook.com/HomeAntioch/ ,Non-denominational,Sunday,,English,, https://www.facebook.com/HomeAntioch/,
Madison ,Mt. Calvary Free Will Baptist Church,"607 62nd Ave Fairmount Heights, MD 20743",(301) 636-9595,Non-denominational,,,,,,
Madison ,First Baptist Church of Fairmount Heights ,"806 58th Ave, Fairmount Heights, MD 20743",https://fbcfairmounthts.org/ ,Non-denominational,Sunday,,English,,https://fbcfairmounthts.org/fbcfh-livestream/ ,https://fbcfairmounthts.org/meet-pastor-winchester/ 
Madison ,Hillcrest Baptist Church,"2200 Iverson Street
Temple Hills, MD 20748",http://www.hbcmd.org/ ,Non-denominational,Sunday,,English,,http://www.hbcmd.org/zoom-information ,http://www.hbcmd.org/about-us/leadership 
Madison ,New Chapel Baptist Church,"5601 Old Branch Ave,
Camp Springs, MD 20748",https://www.thechapelncbc.com/ ,Non-denominational,Sunday,,English,,https://www.facebook.com/thechapelncbc ,https://www.thechapelncbc.com/about-us 
Madison ,Central Baptist Church of Camp Springs ,"5600 Old Branch Avenue Temple Hills, MD 20748",https://centralbaptistchurchcs.org/ ,Non-denominational,Sunday,,English,,https://www.youtube.com/user/CBCCSVideoSrv ,https://centralbaptistchurchcs.org/index.cfm/aboutus/ministerial/zid/37/contentid/139/page/ministerial-staff/zid/37/contentid/139 
Madison ,Saint Stephens Baptist Church,"5757 Temple Hill Road
Temple Hills, MD 20748",https://www.ssbcmd.org/ ,Non-denominational,Sunday,,English,,https://www.ssbcmd.org/watch-live ,https://www.ssbcmd.org/ministerial-staff 
Madison ,St. Phillips Baptist Church,"3415 Brinkley Road
Temple Hills, MD 20748",https://www.stphillipsbaptistchurch.org/ ,Non-denominational,Sunday,,English,,https://www.stphillipsbaptistchurch.org/media-livestream ,https://www.stphillipsbaptistchurch.org/the-pastors-desk 
Madison ,Mt. Calvary Missionary Baptist Church,"5000 St Barnabas Rd, Temple Hills, MD 20748",https://mcmbc-md.com/ ,Non-denominational,Sunday,,English,,https://www.facebook.com/5000mcmbc/live_videos/ ,Pastor John Sawyer
Madison ,Kent Baptist Church,"7006 Flagstaff St, Landover, MD 20785",https://www.kentbc.org/,Non-denominational,Sunday,,English,,https://www.kentbc.org/watch-us/ ,https://www.kentbc.org/our-pastor/ 
Madison ,Uplift Baptist Church,"7100 Martin Luther King, Jr. Hwy, Hyattsville, MD 20785",https://www.upliftbaptist.com/ ,Non-denominational,Sunday,,English,,https://www.youtube.com/channel/UCgFtzeElT-C6hndK6KZqAaQ ,https://www.upliftbaptist.com/Pastor-Hughes 
Madison ,City of Praise Family Ministries,"8501 Jericho City Drive 
Landover, MD, 20785 ",https://www.cityofpraisechurch.com/?fbclid=IwY2xjawQajSBleHRuA2FlbQIxMABicmlkETFWdjdVRTZvTW5uVWNEamVNc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHkwUzNH7Q_BA4B-A4rg44exqXXNALQouQ_u5OagIMgBIWDN2j_Ei2CIoU1mb_aem_yZhngTPney1rgywkKVZnfw ,Non-denominational,Sunday,,English,,https://www.youtube.com/@cityofpraisefamilyministri6758/featured ,Bishop Joel Peebles
Madison ,Little David Baptist Church,"7830 Central Avenue, Capitol Heights, MD, United States, 20785",https://www.facebook.com/littleDavidBaptistChurchMD/ ,Non-denominational,Sunday,,English,,,
Madison ,New Home Baptist Church Inc,"8320 Landover Road, Landover, Md 20785",https://newhomebc.org/ ,Non-denominational,Sunday,,English,,https://newhomebc.org/livestream/,https://newhomebc.org/about-us/our-staff/ 
Madison ,Forestville New Redeemer Baptist Church,"7808 Marlboro Pike, Forestville, Md 20747",https://www.forestvillenewredeemer.org/home ,Non-denominational,Sunday,,English,,https://www.forestvillenewredeemer.org/livestream ,
Madison ,Mount Sinai Missionary Baptist Church,"5915 Old Silver Hill Rd. Forestville Md, 20747",https://www.msmbc.net/ ,Non-denominational,Sunday,,English,,https://www.msmbc.net/sermons,https://www.msmbc.net/church-staff 
Madison ,Heart of God Baptist Church,"7100 Chesapeake Rd Suites 205-206, Hyattsville, MD, United States, 20784",https://www.facebook.com/heartofGodbaptist/ ,Non-denominational,Sunday,,English,,https://www.facebook.com/heartofGodbaptist/live_videos ,"Pastor Anthony B. Cason, Sr."
Madison ,First Baptist Church of Suitland,"5400 Silver Hill Rd., Forestville, MD 20747 ",https://www.fbcsuitland.org/ ,Baptist Convention of Maryland/Deleware and Soouthern Baptist Convention,Sunday,,English,,https://www.fbcsuitland.org/media/ ,https://www.fbcsuitland.org/our-pastor/ 
Madison ,The Heights Church/ First Baptist Church of District Heights Maryland ,"7234 Lansdale St., District Heights, MD. 20747",https://www.fbcdh.org/ ,Non-denominational,Sunday,,English,,https://starvin-dev.com/the-height/watch-live/ ,Dr. Bobby Manning
Madison ,Spirit of Christ Baptist Church,"8005 Cryden Way, Forestville, MD 20747",https://www.spiritofchristbc.org/,Non-denominational,Sunday,,English,,,https://www.spiritofchristbc.org/#pastor 
Madison ,Word of God Bible Baptist Church,"7621 Penn Belt Drive, Forestville, MD, United States, 20747",https://www.facebook.com/WOGBBC/ ,Non-denominational,Sunday,,English,,https://www.facebook.com/WOGBBC/live_videos ,Pastor Robert Cotton
Madison ,"Independent Baptist Church of Clinton, MD.","9255 Piscataway Road, Clinton, MD, United States, 20735 ",https://www.facebook.com/ibcministries/ ,Non-denominational,Sunday,,English,,https://www.facebook.com/ibcministries/live_videos ,
Madison ,Mt. Paran Baptist Church,"6413 Old Alexandria Ferry Road Clinton, MD 20735 ",https://mtparanbc.org/ ,Non-denominational,Sunday,,English,,https://www.facebook.com/mountparanonline/live_videos ,https://mtparanbc.org/leadership/ 
Madison ,Antioch Baptist Church of Clinton,"9107 Pineview Lane
Clinton, MD 20735",https://abcocmd.org/ ,Non-denominational,Sunday,,English,,https://abcocmd.org/live-stream/ ,https://abcocmd.org/all-are-welcome/meet-pastor-j/ 
Madison ,First Baptist Church of Laurel ,"First Baptist Church
15000 First Baptist Lane, Laurel, MD 20707",https://fbclaurel.com/ ,Non-denominational,Sunday,,English,,https://fbclaurel.com/live/ ,https://fbclaurel.com/about/our-leadership/ 
Madison ,Berwyn Baptist Church,"Berwyn Baptist Church
4720 Cherokee St
College Park, MD 20740",https://www.berwynbaptist.org/ ,Non-denominational,Sunday,,English,,https://www.berwynbaptist.org/videos/ ,https://www.berwynbaptist.org/about/pastoral-team/ 
Madison ,Landover Hills Baptist Church,"4420 73rd Ave
Landover Hills, Maryland, 20784",https://www.lhbcmd.org/ ,Non-denominational,Sunday,,English,,,
Madison ,Full Gospel Baptist Church,"4827 Glenoak Rd, Hyattsville, MD, United States, 20784",https://www.facebook.com/p/The-Full-Gospel-Baptist-Church-100064362562397/ ,Non-denominational,Sunday,,English,,,
Madison ,Cheverly Baptist Church,"7400 Buchanan Street, 
PO Box 2370 
Hyattsville, MD 20784",https://cheverlybaptist.org/ ,Non-denominational,Sunday,,English,,https://cheverlybaptist.org/sermons ,
Madison ,Tabernacle Baptist Assembly ,"2972 Kaverton Rd, Forestville, MD, United States, 20747",https://www.facebook.com/InTheTabernacle777/ ,Non-denominational,Sunday,,English,,https://www.facebook.com/InTheTabernacle777/live_videos ,
Madison ,Oxon Hill Baptist Church,"5701 Livingston Rd. Oxon Hill, MD  20745",https://www.thirdbaptistchurchdc.org/ ,Non-denominational,Sunday,,English,,https://www.youtube.com/@3rdBaptistChurchDC ,
Madison ,Emmanuel Baptist Church - Laurel,"11443 Laurel Bowie Road
Laurel, Maryland 20708",https://emmanuelbaptist-laurel.org/ ,Non-denominational,Sunday,,English,,https://emmanuelbaptist-laurel.org/sermons/ ,https://www.thirdbaptistchurchdc.org/our-pastor 
Madison ,Suitland Road Baptist Church,"6412 Suitland Road
Suitland, Maryland 20746",https://srbcoutreach.org/ ,Non-denominational,Sunday,,English,,via the conference # (617) 769-8377. ,"Kelvin McCune
Pastor"
Madison ,Ascension Baptist Church of Suitland ,"3803 Regency Parkway, Ascension Baptist Church of Suitland, MD",https://ascensionbc.org/?fbclid=IwY2xjawQasvZleHRuA2FlbQIxMABicmlkETEwUmVxWUNDOXNGVHcyU3l0c3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHlBJ66rWvBdwOSrX7LZwZD5MZgzoLJ2lTeUPKVYfss4x04pEEVtrgLD4CCQx_aem_vGLjLAKgNcWYKMBW98SCjw ,Non-denominational,Sunday,,English,,https://www.youtube.com/@ascensionbc_3803 ,https://ascensionbc.org/about-us/ 
Madison ,Galilee Baptist Church,"2101 Shadyside Avenue, Suitland, MD  20746",https://galileenow.tv/ ,Non-denominational,Sunday,,English,,https://galileenow.tv/watch-live ,https://galileenow.tv/ministry-leadership 
Madison ,Shiloh Baptist Church of Landover,"8801 Ardwick Ardmore Rd, Landover",https://www.shilohbc.org/ ,Non-denominational,Sunday,,English,,https://www.shilohbc.org/church-online/ ,https://www.shilohbc.org/pastors-desk/
Madison ,Whitehall Baptist Church,"1205 Farmington Rd E, Accokeek, MD, United States, 20607",https://www.facebook.com/whitehallbaptistmd/ ,Non-denominational,Sunday,,English,,https://www.facebook.com/whitehallbaptistmd/live_videos ,
Madison ,First Baptist Church of Mount Rainier,3103 Shepard Street	,https://firstbaptmr.org/Home,Non-denominational,Sunday,,English,,"Phone # 301-715-8592 
Meeting ID: 85193461076
Password: 803470",
Madison ,The Triumphant Church,"4603 Eastern Ave.
Mt. Rainier, MD 20712",https://www.thetriumphantchurch.org/ ,Non-denominational,Sunday,,English,,https://www.youtube.com/c/WeAreTriumphantChurch ,https://www.thetriumphantchurch.org/about/staff 
Madison ,Glenn Dale Baptist Church,"11304 Old Prospect Hill Rd, Glenn Dale, MD, United States, 20769-9422",https://www.facebook.com/p/Glenn-Dale-Baptist-Church-100067198904424/ ,Non-denominational,Sunday,,English,,https://www.facebook.com/profile.php?id=100067198904424&sk=live_videos ,
Derek,University Park YSA Ward,"7601 Mowatt Ln, COLLEGE PARK, Maryland 20740",,Latter Day Saints,Sunday,,English,,,
Derek,Hyattsville,"3790 East West Highway, Hyattsville, MD 20782",https://local.churchofjesuschrist.org/en/us/md/hyattsville/3790-east-west-highway,Latter Day Saints,Sunday,,French,,,
Derek,Glenn Dale,"11525 Prospect Hill Road, Glenn Dale, MD 20769",https://local.churchofjesuschrist.org/en/us/md/glenn-dale/11525-prospect-hill-road,Latter Day Saints,Sunday,,Spanish,,,
Derek,Bowie,"16621 Sylvan Drive, Bowie, MD 20715",https://local.churchofjesuschrist.org/en/us/md/bowie/16621-sylvan-drive,Latter Day Saints,Sunday,,English,,,
Derek,Laurel,"7200 Contee Road, Laurel, MD 20707",https://local.churchofjesuschrist.org/en/us/md/laurel/7200-contee-road,Latter Day Saints,Sunday,,Spanish,,,
Zephan Matteson,Maranatha Adventist Fellowship Church,13325 11th St,https://mafchurch.org/,Adventist,Saturday,,English,No,NA,Unknown
